fecha,temp_max,temp_min,temp_media,precipitacion
2018-08-17,"26,71","16,04","21,84","3,17"
2018-08-18,"27,47","14,99","21,68","0,45"
2018-08-19,"29,38","15,7","22,99","0,02"
2018-08-20,"29,98","16,58","23,73","0,09"
2018-08-21,"30,78","16,56","24,13","0,53"
2018-08-22,"30,89","17,17","24,5","0,46"
2018-08-23,"30,47","17,29","24,33","0,83"
2018-08-24,"29,34","16,64","23,44","0,56"
2018-08-25,"28,37","15,73","22,5","0,23"
2018-08-26,"29,49","15,12","22,76","0,02"
2018-08-27,"31,15","16,23","24,13","0,0"
2018-08-28,"30,4","18,01","24,68","1,06"
2018-08-29,"28,42","16,5","22,9","0,92"
2018-08-30,"28,53","16,3","22,86","0,19"
2018-08-31,"29,01","16,46","23,18","0,76"
2018-09-01,"29,95","16,82","23,84","0,07"
2018-09-02,"31,05","17,11","24,53","0,18"
2018-09-03,"28,09","17,34","23,17","1,44"
2018-09-04,"27,29","15,6","21,88","1,02"
2018-09-05,"25,65","15,86","21,2","3,22"
2018-09-06,"25,39","15,23","20,77","2,16"
2018-09-07,"25,98","14,54","20,72","0,77"
2018-09-08,"25,46","14,81","20,59","2,93"
2018-09-09,"25,84","15,45","21,11","2,29"
2018-09-10,"26,61","15,18","21,34","1,16"
2018-09-11,"27,54","15,58","22,02","0,38"
2018-09-12,"28,0","16,67","22,78","1,17"
2018-09-13,"28,45","16,52","22,95","0,54"
2018-09-14,"27,93","16,05","22,45","1,1"
2018-09-17,"28,31","16,17","22,68","1,46"
2018-09-18,"27,3","16,23","22,23","1,88"
2018-09-19,"28,34","15,62","22,43","0,32"
2018-09-20,"28,91","15,9","22,86","0,07"
2018-09-21,"28,22","15,52","22,32","0,08"
2018-09-22,"29,77","15,69","23,18","0,01"
2018-09-23,"30,67","16,12","23,85","0,07"
2018-09-24,"27,93","15,51","22,17","0,62"
2018-09-25,"26,31","13,55","20,37","0,34"
2018-09-26,"26,63","14,85","21,2","0,9"
2018-09-27,"26,98","14,93","21,4","0,24"
2018-09-28,"26,77","13,83","20,75","0,01"
2018-09-29,"26,81","13,71","20,72","0,22"
2018-09-30,"26,1","12,95","19,98","0,14"
2018-10-01,"23,67","12,65","18,61","0,13"
2018-10-02,"23,76","10,08","17,36","0,04"
2018-10-03,"25,74","10,74","18,71","0,0"
2018-10-04,"26,26","10,98","19,08","0,0"
2018-10-05,"25,91","11,63","19,21","0,04"
2018-10-06,"25,05","11,45","18,7","0,46"
2018-10-07,"20,82","10,8","16,24","2,41"
2018-10-08,"20,87","9,83","15,77","1,54"
2018-10-09,"20,96","9,62","15,72","3,44"
2018-10-10,"21,78","11,85","17,26","3,45"
2018-10-11,"22,0","13,38","18,14","3,13"
2018-10-12,"24,13","13,84","19,45","0,33"
2018-10-13,"25,52","13,91","20,16","0,49"
2018-10-14,"20,38","11,84","16,56","13,52"
2018-10-17,"21,2","10,03","16,05","1,02"
2018-10-18,"18,53","11,52","15,5","9,73"
2018-10-19,"19,04","12,22","16,07","7,61"
2018-10-20,"19,9","11,89","16,34","3,4"
2018-10-21,"21,74","12,27","17,47","2,42"
2018-10-22,"21,31","11,17","16,7","0,34"
2018-10-23,"20,95","10,29","16,06","0,15"
2018-10-24,"22,52","9,3","16,32","0,19"
2018-10-25,"22,76","8,99","16,31","1,69"
2018-10-26,"19,09","9,96","14,98","1,27"
2018-10-27,"15,06","7,18","11,52","8,55"
2018-10-28,"10,54","4,83","7,77","6,52"
2018-10-29,"11,27","4,13","7,79","4,24"
2018-10-30,"12,0","5,25","8,85","9,15"
2018-10-31,"12,35","6,34","9,77","10,13"
2018-11-01,"14,62","5,84","10,65","1,71"
2018-11-02,"16,27","7,91","12,52","2,84"
2018-11-03,"16,65","6,53","11,98","0,08"
2018-11-04,"16,59","5,8","11,44","2,36"
2018-11-05,"13,44","7,12","10,73","10,19"
2018-11-06,"13,52","6,39","10,4","3,5"
2018-11-07,"15,33","6,63","11,43","2,23"
2018-11-08,"15,04","6,63","11,24","4,65"
2018-11-09,"14,27","6,79","10,97","4,09"
2018-11-10,"16,05","9,03","13,01","2,7"
2018-11-11,"17,64","9,84","14,2","4,3"
2018-11-12,"15,86","9,23","12,99","3,69"
2018-11-13,"16,97","8,34","13,05","0,26"
2018-11-14,"17,53","9,16","13,78","0,43"
2018-11-17,"16,78","9,06","13,36","2,34"
2018-11-18,"13,54","8,48","11,45","8,57"
2018-11-19,"13,54","7,95","11,19","4,58"
2018-11-20,"12,21","6,95","9,99","5,49"
2018-11-21,"13,55","6,44","10,43","2,51"
2018-11-22,"12,67","6,63","10,09","3,96"
2018-11-23,"12,43","5,82","9,51","3,85"
2018-11-24,"13,14","4,93","9,34","2,32"
2018-11-25,"14,12","6,48","10,7","5,98"
2018-11-26,"12,74","6,09","9,81","4,13"
2018-11-27,"14,03","4,86","9,75","0,15"
2018-11-28,"15,97","4,53","10,45","0,09"
2018-11-29,"15,19","4,81","10,06","2,12"
2018-11-30,"13,6","5,55","9,94","1,02"
2018-12-01,"13,8","4,88","9,61","0,22"
2018-12-02,"15,71","6,59","11,6","0,18"
2018-12-03,"16,29","7,04","12,11","1,19"
2018-12-04,"18,28","7,11","13,15","0,04"
2018-12-05,"18,11","6,84","12,88","0,11"
2018-12-06,"16,89","6,6","12,14","0,03"
2018-12-07,"15,78","5,44","10,85","0,4"
2018-12-08,"15,06","5,84","10,86","0,14"
2018-12-09,"17,14","5,77","11,82","0,05"
2018-12-10,"16,12","5,48","10,98","0,01"
2018-12-11,"14,42","4,62","9,59","0,04"
2018-12-12,"13,01","5,64","9,51","0,4"
2018-12-13,"11,41","5,97","9,1","9,5"
2018-12-14,"11,75","5,04","8,73","2,4"
2018-12-17,"12,29","4,01","8,23","0,04"
2018-12-18,"12,53","4,16","8,37","1,69"
2018-12-19,"12,92","5,22","9,44","1,03"
2018-12-20,"13,34","5,68","9,88","0,26"
2018-12-21,"13,99","5,77","10,17","0,21"
2018-12-22,"15,13","5,87","10,92","0,06"
2018-12-23,"15,23","5,1","10,5","0,02"
2018-12-24,"14,78","4,63","9,89","0,03"
2018-12-25,"14,67","4,67","9,95","0,01"
2018-12-26,"14,24","4,38","9,48","0,02"
2018-12-27,"13,0","4,22","8,45","0,12"
2018-12-28,"12,08","4,39","8,25","0,16"
2018-12-29,"12,78","4,12","8,53","0,19"
2018-12-30,"14,07","4,13","8,7","0,02"
2018-12-31,"15,29","4,13","9,21","0,0"
2019-01-01,"14,77","3,87","8,8","0,0"
2019-01-02,"13,24","3,97","7,85","0,02"
2019-01-03,"12,17","3,78","6,9","0,0"
2019-01-04,"12,47","4,0","6,87","0,0"
2019-01-05,"13,81","3,87","7,34","0,01"
2019-01-06,"14,22","4,2","8,01","0,0"
2019-01-07,"12,7","3,96","7,21","0,0"
2019-01-08,"12,82","3,94","7,28","0,06"
2019-01-09,"13,09","3,74","8,16","0,39"
2019-01-10,"9,8","3,52","5,77","0,18"
2019-01-11,"9,14","3,9","4,64","0,04"
2019-01-12,"11,19","3,67","6,16","0,19"
2019-01-13,"13,04","4,04","7,6","0,05"
2019-01-14,"14,51","4,32","9,01","0,22"
2019-01-17,"10,48","3,98","6,9","2,13"
2019-01-18,"9,31","3,81","5,62","0,86"
2019-01-19,"9,66","4,1","6,48","5,4"
2019-01-20,"10,65","4,5","7,84","5,26"
2019-01-21,"10,31","3,63","6,66","1,5"
2019-01-22,"8,73","3,37","5,47","4,55"
2019-01-23,"11,42","5,39","8,64","8,04"
2019-01-24,"12,44","6,32","9,57","4,48"
2019-01-25,"14,57","5,0","9,97","1,28"
2019-01-26,"15,36","4,08","9,58","0,07"
2019-01-27,"12,14","4,26","8,3","1,7"
2019-01-28,"12,04","4,35","8,32","2,98"
2019-01-29,"11,06","4,85","8,06","2,52"
2019-01-30,"11,09","4,91","8,11","3,81"
2019-01-31,"13,6","6,93","10,62","8,46"
2019-02-01,"12,1","5,2","9,01","9,04"
2019-02-02,"9,0","3,86","6,39","4,35"
2019-02-03,"9,34","3,45","5,57","0,82"
2019-02-04,"12,75","3,81","6,83","0,19"
2019-02-05,"15,68","3,9","9,76","0,25"
2019-02-06,"16,6","4,05","10,36","0,05"
2019-02-07,"15,24","3,98","9,81","0,1"
2019-02-08,"15,17","3,54","9,18","0,06"
2019-02-09,"15,22","4,23","9,96","0,09"
2019-02-10,"14,49","4,9","10,06","1,48"
2019-02-11,"14,24","5,34","9,9","0,37"
2019-02-12,"15,29","4,29","9,37","0,01"
2019-02-13,"16,44","4,15","9,81","0,0"
2019-02-14,"16,52","4,73","10,47","0,01"
2019-02-17,"16,32","4,5","10,17","0,24"
2019-02-18,"14,33","4,74","9,65","1,28"
2019-02-19,"14,25","4,38","9,45","0,6"
2019-02-20,"15,18","4,04","9,6","0,02"
2019-02-21,"17,03","4,22","10,57","0,0"
2019-02-22,"19,66","4,59","12,09","0,0"
2019-02-23,"19,61","5,09","12,34","0,0"
2019-02-24,"18,98","4,83","12,12","0,0"
2019-02-25,"19,18","4,66","12,06","0,0"
2019-02-26,"20,19","4,66","12,62","0,0"
2019-02-27,"20,29","4,89","12,79","0,01"
2019-02-28,"18,45","4,85","11,85","0,01"
2019-03-01,"17,9","4,8","11,4","0,03"
2019-03-02,"18,61","5,9","12,56","0,01"
2019-03-03,"20,19","5,36","13,09","0,48"
2019-03-04,"16,89","7,18","12,49","0,19"
2019-03-05,"16,44","6,89","12,06","1,86"
2019-03-06,"15,1","6,93","11,42","8,5"
2019-03-07,"13,73","4,66","9,49","0,96"
2019-03-08,"15,23","5,02","10,43","1,25"
2019-03-09,"18,57","5,02","12,14","0,07"
2019-03-10,"19,85","6,19","13,43","0,23"
2019-03-11,"18,47","6,4","12,86","0,11"
2019-03-12,"19,35","5,28","12,47","0,54"
2019-03-13,"14,7","5,82","10,57","1,0"
2019-03-14,"16,76","4,92","10,77","0,25"
2019-03-17,"18,11","5,66","12,23","0,59"
2019-03-18,"14,97","5,46","10,21","0,52"
2019-03-19,"14,3","5,2","10,04","1,45"
2019-03-20,"14,72","4,64","9,69","0,52"
2019-03-21,"15,8","4,34","9,73","0,03"
2019-03-22,"18,02","4,36","11,04","0,0"
2019-03-23,"19,16","5,34","12,52","0,07"
2019-03-24,"19,81","5,95","13,22","0,04"
2019-03-25,"18,38","5,82","12,44","0,77"
2019-03-26,"18,22","5,57","12,04","0,17"
2019-03-27,"17,66","4,82","11,2","0,24"
2019-03-28,"17,78","4,47","11,14","0,36"
2019-03-29,"17,83","4,43","11,31","0,37"
2019-03-30,"18,15","5,37","11,99","0,33"
2019-03-31,"16,02","6,32","11,53","3,75"
2019-04-01,"16,4","7,41","12,32","2,8"
2019-04-02,"17,46","6,55","12,43","1,61"
2019-04-03,"14,75","5,6","10,44","2,66"
2019-04-04,"14,28","4,29","8,85","1,57"
2019-04-05,"12,46","4,77","8,96","5,64"
2019-04-06,"12,36","4,73","8,87","4,56"
2019-04-07,"13,83","5,19","9,85","3,04"
2019-04-08,"15,92","7,01","11,9","3,2"
2019-04-09,"14,94","6,17","10,98","3,3"
2019-04-10,"14,98","5,96","10,87","1,98"
2019-04-11,"15,83","5,52","10,99","0,62"
2019-04-12,"17,82","5,39","11,84","0,06"
2019-04-13,"20,34","5,48","13,05","0,02"
2019-04-14,"21,68","8,4","15,48","0,04"
2019-04-17,"19,59","9,1","14,79","1,22"
2019-04-18,"15,99","9,15","13,04","7,75"
2019-04-19,"16,4","9,05","13,18","6,81"
2019-04-20,"18,02","8,55","13,73","4,51"
2019-04-21,"15,4","8,18","12,25","3,36"
2019-04-22,"17,74","8,08","13,36","1,42"
2019-04-23,"15,21","7,5","11,79","5,17"
2019-04-24,"14,99","6,04","10,93","7,4"
2019-04-25,"15,41","7,83","12,05","5,28"
2019-04-26,"17,05","6,73","12,34","0,77"
2019-04-27,"19,86","6,36","13,52","0,04"
2019-04-28,"21,46","7,79","15,08","0,0"
2019-04-29,"22,13","8,51","15,77","0,03"
2019-04-30,"22,38","9,05","16,17","0,07"
2019-05-01,"22,01","9,02","15,97","0,44"
2019-05-02,"20,69","9,53","15,56","0,69"
2019-05-03,"17,96","8,34","13,61","2,26"
2019-05-04,"19,87","7,08","13,86","0,26"
2019-05-05,"19,39","7,4","13,78","0,04"
2019-05-06,"21,36","7,08","14,46","0,02"
2019-05-07,"21,68","8,92","15,76","0,26"
2019-05-08,"20,49","11,79","16,61","1,57"
2019-05-09,"20,47","10,15","15,75","2,17"
2019-05-10,"23,77","12,51","18,6","0,93"
2019-05-11,"23,48","10,86","17,61","0,17"
2019-05-12,"24,29","9,56","17,34","0,0"
2019-05-13,"24,89","9,48","17,63","0,0"
2019-05-14,"25,67","9,07","17,81","0,0"
2019-05-17,"17,34","9,2","13,72","6,33"
2019-05-18,"17,13","7,88","12,93","2,02"
2019-05-19,"18,53","7,83","13,59","2,46"
2019-05-20,"20,72","7,5","14,54","0,08"
2019-05-21,"22,24","9,05","16,09","0,35"
2019-05-22,"24,46","9,44","17,4","0,03"
2019-05-23,"24,79","11,28","18,48","0,34"
2019-05-24,"20,79","11,64","16,65","3,28"
2019-05-25,"21,38","11,02","16,65","0,7"
2019-05-26,"23,25","10,43","17,29","0,17"
2019-05-27,"24,36","11,29","18,28","0,36"
2019-05-28,"22,97","11,4","17,63","0,23"
2019-05-29,"23,3","10,64","17,43","0,15"
2019-05-30,"26,27","10,55","18,87","0,0"
2019-05-31,"27,97","11,96","20,41","0,0"
2019-06-01,"29,01","12,94","21,44","0,0"
2019-06-02,"29,29","13,45","21,83","0,04"
2019-06-03,"28,45","14,31","21,84","0,12"
2019-06-04,"25,99","12,99","19,94","0,67"
2019-06-05,"20,35","11,08","16,16","3,37"
2019-06-06,"22,16","8,95","15,99","1,65"
2019-06-07,"21,76","10,39","16,52","0,91"
2019-06-08,"23,57","9,33","16,88","0,11"
2019-06-09,"23,82","12,1","18,41","0,23"
2019-06-10,"22,79","11,09","17,37","0,23"
2019-06-11,"19,92","10,42","15,62","2,76"
2019-06-12,"21,92","8,53","15,66","0,22"
2019-06-13,"23,29","10,18","17,18","0,08"
2019-06-14,"22,57","11,28","17,37","0,36"
2019-06-17,"27,5","12,03","20,21","0,0"
2019-06-18,"26,76","13,58","20,63","0,52"
2019-06-19,"25,81","14,32","20,53","0,18"
2019-06-20,"24,73","14,23","19,93","1,65"
2019-06-21,"24,62","13,47","19,52","1,45"
2019-06-22,"27,78","12,85","20,75","0,04"
2019-06-23,"28,5","15,09","22,23","0,68"
2019-06-24,"27,07","16,0","21,99","1,46"
2019-06-25,"28,76","15,31","22,48","0,29"
2019-06-26,"30,36","17,07","24,18","0,15"
2019-06-27,"31,76","17,53","25,09","0,0"
2019-06-28,"33,3","16,99","25,6","0,0"
2019-06-29,"33,49","17,55","25,97","0,01"
2019-06-30,"31,46","17,46","24,92","0,05"
2019-07-01,"29,13","16,87","23,45","0,57"
2019-07-02,"28,67","16,15","22,87","0,36"
2019-07-03,"29,43","16,4","23,37","1,02"
2019-07-04,"29,3","16,53","23,37","0,57"
2019-07-05,"30,0","16,42","23,65","0,24"
2019-07-06,"30,18","16,63","23,87","0,09"
2019-07-07,"29,92","16,89","23,86","0,37"
2019-07-08,"26,79","16,46","22,08","4,25"
2019-07-09,"26,47","15,06","21,22","2,21"
2019-07-10,"29,6","14,74","22,62","0,01"
2019-07-11,"32,2","16,26","24,68","0,0"
2019-07-12,"32,4","17,42","25,35","0,0"
2019-07-13,"29,87","18,37","24,57","1,18"
2019-07-14,"28,72","17,11","23,37","0,88"
2019-07-17,"28,07","16,88","22,93","0,96"
2019-07-18,"29,45","15,87","23,12","0,05"
2019-07-19,"31,5","16,43","24,42","0,01"
2019-07-20,"31,48","18,2","25,3","0,08"
2019-07-21,"31,68","18,3","25,44","0,18"
2019-07-22,"33,33","19,08","26,68","0,47"
2019-07-23,"33,34","19,0","26,63","1,09"
2019-07-24,"33,26","18,52","26,36","0,06"
2019-07-25,"32,11","18,61","25,81","0,62"
2019-07-26,"27,45","17,44","22,9","2,13"
2019-07-27,"24,68","15,8","20,69","3,51"
2019-07-28,"27,33","14,29","21,26","0,37"
2019-07-29,"28,61","14,64","22,08","0,13"
2019-07-30,"27,3","14,74","21,47","0,16"
2019-07-31,"28,1","14,85","21,92","0,02"
2019-08-01,"29,45","16,8","23,57","1,27"
2019-08-02,"30,59","16,25","23,87","0,04"
2019-08-03,"31,24","16,59","24,36","0,01"
2019-08-04,"31,02","17,33","24,62","0,01"
2019-08-05,"31,27","16,91","24,54","0,01"
2019-08-06,"31,18","17,24","24,68","0,23"
2019-08-07,"28,73","18,24","23,95","0,68"
2019-08-08,"31,65","18,27","25,4","0,58"
2019-08-09,"30,57","18,28","24,87","0,79"
2019-08-10,"29,48","17,24","23,81","0,07"
2019-08-11,"27,24","16,83","22,5","1,6"
2019-08-12,"25,98","14,52","20,7","0,61"
2019-08-13,"27,07","14,21","21,09","0,1"
2019-08-14,"29,83","14,31","22,53","0,02"
2019-08-17,"32,98","17,25","25,57","0,01"
2019-08-18,"30,89","17,53","24,68","1,18"
2019-08-19,"27,89","16,73","22,77","0,41"
2019-08-20,"26,9","16,04","21,92","3,42"
2019-08-21,"27,87","16,02","22,4","1,39"
2019-08-22,"29,62","15,56","23,05","0,01"
2019-08-23,"31,25","15,86","24,0","0,0"
2019-08-24,"31,39","16,68","24,49","0,01"
2019-08-25,"29,97","17,48","24,17","1,06"
2019-08-26,"27,63","16,91","22,73","3,64"
2019-08-27,"26,8","15,78","21,74","2,96"
2019-08-28,"29,19","15,95","23,03","0,06"
2019-08-29,"30,47","17,18","24,27","0,24"
2019-08-30,"31,26","17,29","24,74","0,47"
2019-08-31,"30,5","17,17","24,29","0,43"
2019-09-01,"28,6","16,84","23,16","1,05"
2019-09-02,"27,37","16,1","22,2","1,08"
2019-09-03,"29,17","14,8","22,43","0,13"
2019-09-04,"28,95","15,1","22,47","0,08"
2019-09-05,"25,71","15,23","20,92","0,71"
2019-09-06,"25,11","13,38","19,69","0,15"
2019-09-07,"25,78","13,1","19,9","0,41"
2019-09-08,"25,85","13,54","20,16","0,74"
2019-09-09,"26,19","12,82","19,96","0,35"
2019-09-10,"21,45","12,61","17,49","6,41"
2019-09-11,"23,17","12,77","18,42","1,93"
2019-09-12,"25,57","12,92","19,7","5,5"
2019-09-13,"24,69","14,36","19,99","5,76"
2019-09-14,"25,19","15,08","20,59","3,33"
2019-09-17,"27,5","15,94","22,17","2,02"
2019-09-18,"26,56","14,97","21,22","1,35"
2019-09-19,"26,56","14,57","21,02","0,51"
2019-09-20,"25,38","15,37","20,83","1,8"
2019-09-21,"23,07","15,95","19,97","4,16"
2019-09-22,"23,36","14,36","19,31","2,55"
2019-09-23,"23,78","12,16","18,42","0,23"
2019-09-24,"25,88","13,16","19,97","0,54"
2019-09-25,"24,17","13,72","19,4","0,03"
2019-09-26,"26,36","12,85","20,05","0,01"
2019-09-27,"26,39","13,18","20,23","0,16"
2019-09-28,"26,62","12,87","20,2","0,02"
2019-09-29,"28,02","13,0","20,97","0,18"
2019-09-30,"28,07","13,62","21,3","0,06"
2019-10-01,"26,28","14,1","20,66","0,15"
2019-10-02,"23,56","12,86","18,66","1,14"
2019-10-03,"25,17","11,03","18,56","0,09"
2019-10-04,"25,21","11,96","19,03","0,25"
2019-10-05,"25,0","12,21","19,07","0,03"
2019-10-06,"24,62","12,02","18,76","0,17"
2019-10-07,"26,38","12,28","19,79","0,02"
2019-10-08,"26,96","12,78","20,32","0,37"
2019-10-09,"24,36","12,91","19,09","0,14"
2019-10-10,"24,24","11,84","18,49","0,03"
2019-10-11,"25,71","12,53","19,57","0,03"
2019-10-12,"25,65","15,64","21,11","0,19"
2019-10-13,"24,54","14,48","19,96","1,33"
2019-10-14,"20,76","11,66","16,67","6,17"
2019-10-17,"21,1","10,3","16,15","1,85"
2019-10-18,"20,81","12,05","16,88","1,41"
2019-10-19,"19,77","11,93","16,3","7,2"
2019-10-20,"16,45","9,61","13,48","7,54"
2019-10-21,"16,19","7,05","12,04","1,91"
2019-10-22,"14,54","7,34","11,36","13,52"
2019-10-23,"14,57","8,6","12,02","10,5"
2019-10-24,"17,19","8,17","13,13","2,16"
2019-10-25,"21,6","8,45","15,49","0,01"
2019-10-26,"23,17","9,23","16,64","0,92"
2019-10-27,"22,15","10,42","16,74","0,03"
2019-10-28,"21,23","11,68","16,91","0,18"
2019-10-29,"21,44","11,48","16,93","0,11"
2019-10-30,"20,88","11,53","16,66","0,76"
2019-10-31,"21,19","13,6","17,85","1,04"
2019-11-01,"21,25","13,92","18,04","3,36"
2019-11-02,"19,74","13,65","17,15","3,01"
2019-11-03,"18,02","11,54","15,22","3,31"
2019-11-04,"18,1","10,47","14,74","4,01"
2019-11-05,"15,03","8,58","12,25","5,24"
2019-11-06,"15,19","7,3","11,68","1,95"
2019-11-07,"14,36","6,46","10,8","4,2"
2019-11-08,"12,52","5,56","9,38","5,58"
2019-11-09,"13,62","5,52","9,93","4,56"
2019-11-10,"11,6","6,18","9,25","5,95"
2019-11-11,"13,37","6,16","10,1","1,66"
2019-11-12,"14,18","6,11","10,53","3,58"
2019-11-13,"15,36","7,97","12,08","4,58"
2019-11-14,"11,66","5,47","8,86","6,2"
2019-11-17,"11,57","4,42","8,12","4,81"
2019-11-18,"11,77","4,64","8,4","2,4"
2019-11-19,"11,98","3,91","7,52","0,31"
2019-11-20,"11,41","4,26","7,8","2,73"
2019-11-21,"12,7","5,87","9,63","3,5"
2019-11-22,"13,96","7,35","11,05","14,75"
2019-11-23,"12,84","7,15","10,41","5,9"
2019-11-24,"13,19","5,72","9,83","1,57"
2019-11-25,"15,81","7,93","12,3","1,0"
2019-11-26,"16,71","8,62","13,12","2,66"
2019-11-27,"15,18","8,97","12,52","1,47"
2019-11-28,"14,99","8,47","12,18","2,0"
2019-11-29,"16,72","8,69","13,16","0,82"
2019-11-30,"16,42","7,28","12,25","4,51"
2019-12-01,"13,19","6,4","10,2","4,37"
2019-12-02,"11,79","5,95","9,16","4,64"
2019-12-03,"10,74","5,09","7,73","2,66"
2019-12-04,"11,57","5,05","8,36","7,25"
2019-12-05,"12,38","5,6","9,36","3,89"
2019-12-06,"13,93","5,32","9,89","0,67"
2019-12-07,"14,29","4,71","9,73","0,15"
2019-12-08,"13,07","4,64","9,12","1,46"
2019-12-09,"13,68","5,87","10,07","0,52"
2019-12-10,"13,96","4,43","9,22","0,11"
2019-12-11,"12,46","4,34","8,66","2,39"
2019-12-12,"11,89","5,37","8,99","8,43"
2019-12-13,"14,94","9,5","12,67","3,28"
2019-12-14,"14,02","7,89","11,4","0,36"
2019-12-17,"12,64","6,05","9,75","2,98"
2019-12-18,"13,62","5,06","9,68","2,59"
2019-12-19,"14,26","7,58","11,35","16,59"
2019-12-20,"14,8","9,86","12,77","19,91"
2019-12-21,"16,78","9,78","13,72","6,55"
2019-12-22,"15,17","8,94","12,52","1,94"
2019-12-23,"15,29","6,39","11,23","0,17"
2019-12-24,"17,75","6,55","12,6","0,06"
2019-12-25,"17,71","6,31","12,41","0,06"
2019-12-26,"16,08","5,53","11,17","0,02"
2019-12-27,"14,87","5,16","9,91","0,01"
2019-12-28,"15,62","5,03","10,03","0,01"
2019-12-29,"14,59","4,95","9,53","0,01"
2019-12-30,nan,nan,nan,nan
2019-12-31,"12,96","3,98","8,2","0,01"
2020-01-01,"12,78","3,99","7,86","0,02"
2020-01-02,"12,16","3,94","7,47","0,02"
2020-01-03,"11,12","3,85","7,35","0,28"
2020-01-04,"11,54","3,73","7,61","0,25"
2020-01-05,"13,21","3,6","7,99","0,01"
2020-01-06,"12,5","3,59","7,45","0,06"
2020-01-07,"13,52","3,79","8,1","0,03"
2020-01-08,"14,36","3,9","8,91","0,03"
2020-01-09,"13,45","3,85","8,71","0,36"
2020-01-10,"11,35","4,07","7,78","1,56"
2020-01-11,"12,06","3,84","7,21","0,06"
2020-01-12,"12,19","3,88","6,69","0,02"
2020-01-13,"11,81","3,88","6,55","0,06"
2020-01-14,"12,14","4,51","7,59","0,18"
2020-01-17,"13,61","4,78","9,46","0,98"
2020-01-18,"12,73","5,0","9,05","4,16"
2020-01-19,"10,41","4,69","7,61","6,04"
2020-01-20,"7,6","4,0","5,4","6,6"
2020-01-21,"8,7","4,05","6,38","11,27"
2020-01-22,"10,52","4,54","7,89","8,19"
2020-01-23,"10,96","4,44","7,93","6,1"
2020-01-24,"11,55","4,89","8,6","2,9"
2020-01-25,"11,1","5,18","8,52","4,56"
2020-01-26,"12,1","4,14","8,32","0,6"
2020-01-27,"12,1","4,41","8,5","1,65"
2020-01-28,"14,08","6,99","10,96","1,14"
2020-01-29,"15,24","7,5","11,77","2,31"
2020-01-30,"15,28","8,06","12,11","0,79"
2020-01-31,"16,73","8,58","13,1","1,13"
2020-02-01,"17,82","9,4","14,06","0,78"
2020-02-02,"19,44","8,6","14,45","0,03"
2020-02-03,"20,95","7,81","14,82","0,02"
2020-02-04,"18,24","6,88","12,97","0,27"
2020-02-05,"15,26","4,9","10,15","0,03"
2020-02-06,"15,38","4,53","9,84","0,0"
2020-02-07,"14,69","5,1","10,17","0,04"
2020-02-08,"13,76","5,34","9,88","1,0"
2020-02-09,"15,17","5,76","10,81","0,2"
2020-02-10,"18,03","7,36","13,14","0,08"
2020-02-11,"16,84","7,23","12,48","0,29"
2020-02-12,"15,32","7,87","12,05","0,16"
2020-02-13,"16,22","7,83","12,47","0,19"
2020-02-14,"16,95","5,9","11,83","0,03"
2020-02-17,"16,31","6,25","11,68","1,39"
2020-02-18,"13,77","5,81","9,89","0,18"
2020-02-19,"15,26","5,11","9,86","0,05"
2020-02-20,"16,64","4,21","10,2","0,01"
2020-02-21,"17,47","4,45","11,02","0,01"
2020-02-22,"19,38","4,4","11,91","0,0"
2020-02-23,"20,39","5,31","12,94","0,02"
2020-02-24,"20,46","5,15","12,92","0,01"
2020-02-25,"17,18","6,0","11,94","0,69"
2020-02-26,"14,88","6,03","10,76","0,97"
2020-02-27,"17,27","5,15","11,53","0,64"
2020-02-28,"18,7","5,83","12,64","0,06"
2020-02-29,"16,19","7,04","12,05","1,32"
2020-03-01,"16,4","8,42","12,86","3,66"
2020-03-02,"14,78","6,54","11,01","8,78"
2020-03-03,"15,93","5,51","11,05","2,3"
2020-03-04,"17,65","8,85","13,68","0,94"
2020-03-08,"17,56","4,36","11,06","0,17"
2020-03-09,"16,84","6,39","12,0","0,51"
2020-03-10,"20,54","6,28","13,85","0,01"
2020-03-11,"23,2","7,18","15,63","0,0"
2020-03-12,"21,62","8,84","15,69","0,3"
2020-03-13,"17,62","7,94","13,22","0,18"
2020-03-14,"18,47","6,32","12,69","0,06"
2020-03-17,"14,37","6,2","10,68","3,21"
2020-03-18,"17,3","7,75","12,99","0,25"
2020-03-19,"16,94","7,51","12,67","0,42"
2020-03-20,"15,23","7,64","11,87","3,21"
2020-03-21,"14,34","6,5","10,83","5,49"
2020-03-22,"14,46","6,27","10,81","2,99"
2020-03-23,"14,69","6,75","11,16","4,04"
2020-03-24,"15,28","7,06","11,62","3,28"
2020-03-25,"14,79","5,31","10,4","1,11"
2020-03-26,"14,19","4,8","9,47","1,18"
2020-03-27,"13,11","4,22","8,31","1,32"
2020-03-28,"15,94","4,17","10,02","0,55"
2020-03-29,"17,0","4,42","10,95","0,16"
2020-03-30,"11,52","4,78","8,29","3,01"
2020-03-31,"11,65","5,17","8,39","9,43"
2020-04-01,"13,98","6,33","10,57","5,85"
2020-04-02,"14,22","6,09","10,55","3,33"
2020-04-03,"16,79","4,96","11,02","0,33"
2020-04-04,"18,17","5,32","12,01","0,05"
2020-04-05,"18,19","8,23","13,63","2,23"
2020-04-06,"17,12","9,4","13,71","3,02"
2020-04-07,"18,11","9,86","14,43","2,11"
